E1,E2,Similarity
Ra,Pd,0.000805814829064871
Ac,Pd,0.00034831211932657193
Th,Pd,0.002849012695103826
Pa,Pd,0.0009534288572109397
U,Pd,0.0055028638730272505
Np,Pd,0.0016382855590830502
Pu,Pd,0.0017369816788834573
Am,Pd,0.0011568631949717596
Cm,Pd,0.0012177524312879898
Bk,Pd,0.0009508898571160505
Cf,Pd,0.0005565589681725698
Es,Pd,0.0004389610713467277
Fm,Pd,0.00020455458035570923
Md,Pd,0.0003164329839767201
No,Pd,0.00042491066070527513
Lr,Pd,0.00023591246029881142
H,Ag,0.006792091301566683
He,Ag,0.0016463621489434918
Li,Ag,0.0147275463327643
Be,Ag,0.0028394415169242537
B,Ag,0.007312635390875084
C,Ag,0.0034474383275379023
N,Ag,0.006503095375403817
O,Ag,0.003439071504515063
F,Ag,0.005610354826142315
Ne,Ag,0.002477757536610589
Na,Ag,0.018530407212962088
Mg,Ag,0.005851961974512423
Al,Ag,0.005483773621028299
Si,Ag,0.0020551211158876693
P,Ag,0.00802944776339972
S,Ag,0.004382979551285416
Cl,Ag,0.008399296261068149
Ar,Ag,0.004112674414067265
K,Ag,0.02012619527369585
Ca,Ag,0.004389658107923304
Sc,Ag,0.0031724764777038687
Ti,Ag,0.0028920210475216093
V,Ag,0.004539299153443461
Cr,Ag,0.0040924643860866024
Mn,Ag,0.006038499183746884
Fe,Ag,0.005558201015094741
Co,Ag,0.008523892212518647
Ni,Ag,0.006315070876998946
Cu,Ag,0.02460045291386205
Zn,Ag,0.005343481643822336
Ga,Ag,0.005179011520839574
Ge,Ag,0.0036395543942873455
As,Ag,0.006924383788750759
Se,Ag,0.004422534488721946
Br,Ag,0.00968798967639462
Kr,Ag,0.003167064821677854
Rb,Ag,0.012863788820282971
Sr,Ag,0.0036567332809932453
Y,Ag,0.0019749384801906744
Zr,Ag,0.002773197392572844
Nb,Ag,0.002927816022641418
Mo,Ag,0.0023830426114390506
Tc,Ag,0.0020560679264003106
Ru,Ag,0.002411754706531595
Rh,Ag,0.00648007191696534
Pd,Ag,0.006193886713653242
Ag,Ag,0.0
Cd,Ag,0.005257955042473213
In,Ag,0.005546917742667
Sn,Ag,0.004087319754938097
Sb,Ag,0.004649850947879905
Te,Ag,0.004570250772684247
I,Ag,0.010690075244697256
Xe,Ag,0.0035157624907779317
Cs,Ag,0.015564869859602797
Ba,Ag,0.004279605502179147
La,Ag,0.0026187656413642034
Ce,Ag,0.002489468911563717
Pr,Ag,0.0023305129863701157
Nd,Ag,0.002279147247097829
Pm,Ag,0.0011933390051808489
Sm,Ag,0.0018023657885912444
Eu,Ag,0.002142014184705094
Gd,Ag,0.002163544242783934
Tb,Ag,0.0017600978268840462
Dy,Ag,0.0016681413463975657
Ho,Ag,0.0016402738278983803
Er,Ag,0.0017346989161537256
Tm,Ag,0.0014406016981899257
Yb,Ag,0.0018803793753324402
Lu,Ag,0.001307450287555777
Hf,Ag,0.0017012842919133335
Ta,Ag,0.0024318710060881716
W,Ag,0.001926640652802399
Re,Ag,0.0045115929891467
Os,Ag,0.0019958310772400685
Ir,Ag,0.004708294792251818
Pt,Ag,0.005025739550055867
Au,Ag,0.024054215904448763
Hg,Ag,0.006280675544405612
Tl,Ag,0.014950131474054978
Pb,Ag,0.005723826557502331
Bi,Ag,0.0039082951692161454
Po,Ag,0.0011709664540007231
At,Ag,0.001631551703296865
Rn,Ag,0.0005841462645784834
Fr,Ag,0.0005372148829894044
Ra,Ag,0.0009156811109474662
Ac,Ag,0.0004523447278846537
Th,Ag,0.0023834005009983443
Pa,Ag,0.0009728679339728072
U,Ag,0.001986654974866643
Np,Ag,0.0017501248722225906
Pu,Ag,0.0018180890116296028
Am,Ag,0.0015453163799572193
Cm,Ag,0.0014178663728479455
Bk,Ag,0.001389260489440286
Cf,Ag,0.0012849599912299948
Es,Ag,0.0007125854777684438
Fm,Ag,0.00026565020524539634
Md,Ag,0.0004109440472740934
No,Ag,0.0002759107227787941
Lr,Ag,0.000306373943762812
H,Cd,0.0017294038212920639
He,Cd,0.0010726176393773604
Li,Cd,0.0017754234380931583
Be,Cd,0.009267726704105817
B,Cd,0.001654044317227648
C,Cd,0.004845169325362509
N,Cd,0.0015759042500016398
O,Cd,0.004921574147171751
F,Cd,0.0007741085926796231
Ne,Cd,0.0017098604062065921
Na,Cd,0.002296012717732761
Mg,Cd,0.015861337218190802
Al,Cd,0.0029577196297842683
Si,Cd,0.0033268765107907147
P,Cd,0.002066738932280836
S,Cd,0.007760475843229998
Cl,Cd,0.0013496884672770844
Ar,Cd,0.0016880466356423882
K,Cd,0.0020193052057275516
Ca,Cd,0.018526310102085674
Sc,Cd,0.0020940888555273326
Ti,Cd,0.004126815110470127
V,Cd,0.006243905535846698
Cr,Cd,0.007229906558499172
Mn,Cd,0.021978161835061797
Fe,Cd,0.011255479945926515
Co,Cd,0.024072086227798505
Ni,Cd,0.02657296721654698
Cu,Cd,0.02559929521595852
Zn,Cd,0.046406131333977446
Ga,Cd,0.0034604133386539697
Ge,Cd,0.004729882606771069
As,Cd,0.0017741025927502782
Se,Cd,0.005979947036939057
Br,Cd,0.001241754467987896
Kr,Cd,0.0018054462656304092
Rb,Cd,0.0015510451935086451
Sr,Cd,0.012673484787758874
Y,Cd,0.0016021735687695143
Zr,Cd,0.003279369227616055
Nb,Cd,0.001619481905645311
Mo,Cd,0.005602638544966218
Tc,Cd,0.002083735287958189
Ru,Cd,0.005613311287572912
Rh,Cd,0.0025283531416711693
Pd,Cd,0.012655379868378504
Ag,Cd,0.005257955042473213
Cd,Cd,0.0
In,Cd,0.004375789644867461
Sn,Cd,0.008526679846145076
Sb,Cd,0.002246815204981476
Te,Cd,0.005258089026329603
I,Cd,0.001348108954935401
Xe,Cd,0.002099667516691595
Cs,Cd,0.0016837990987257547
Ba,Cd,0.013246653827392891
La,Cd,0.0022729400182615466
Ce,Cd,0.0024285256449522326
Pr,Cd,0.0019389703944785923
Nd,Cd,0.0018767258761024593
Pm,Cd,0.0007774695667872422
Sm,Cd,0.0021766210956020624
Eu,Cd,0.0036279974513048025
Gd,Cd,0.0021162742805452485
Tb,Cd,0.001599368880942598
Dy,Cd,0.0016023984427778251
Ho,Cd,0.0015611597966141578
Er,Cd,0.0016154525262038815
Tm,Cd,0.0014931685977129054
Yb,Cd,0.002931445418611852
Lu,Cd,0.0012777209211909516
Hf,Cd,0.00203968424011912
Ta,Cd,0.0013498523822121358
W,Cd,0.004255984539223183
Re,Cd,0.002060064028988415
Os,Cd,0.004219200468503052
Ir,Cd,0.0014605353933210496
Pt,Cd,0.011451435698530705
Au,Cd,0.0030866937748450334
Hg,Cd,0.030131912509669016
Tl,Cd,0.002683043960522088
Pb,Cd,0.021868432048509315
Bi,Cd,0.002764670159778974
Po,Cd,0.0013350639349617522
At,Cd,0.00046504872741122026
Rn,Cd,0.0006660076451522984
Fr,Cd,0.00030624968510131577
Ra,Cd,0.001789719920876208
Ac,Cd,0.0007736034584580624
Th,Cd,0.002846806986728723
Pa,Cd,0.0010083674415733706
U,Cd,0.006795185461790771
Np,Cd,0.0017997587891180576
Pu,Cd,0.0018041674812501402
Am,Cd,0.0014192879508061035
Cm,Cd,0.0015543884978653742
Bk,Cd,0.0010559662458772669
Cf,Cd,0.001007209744314526
Es,Cd,0.0006499569094884088
Fm,Cd,0.0003028780262035559
Md,Cd,0.0007027996936996634
No,Cd,0.0006291528745211527
Lr,Cd,0.0003493087283006638
H,In,0.002036058199227235
He,In,0.001996489692435153
Li,In,0.005280459917931798
Be,In,0.0027105547620773682
B,In,0.007409286292035091
C,In,0.0013571293286794453
N,In,0.00250113656335201
O,In,0.0012421588999194958
F,In,0.0016635687834791295
Ne,In,0.002441896715810935
Na,In,0.0033166302167193327
Mg,In,0.005138832851879422
Al,In,0.024699411211056874
Si,In,0.002599161861221116
P,In,0.005490107774668554
S,In,0.0015742632779592526
Cl,In,0.0027552864985037704
Ar,In,0.0030187870775125404
K,In,0.003962447693538132
Ca,In,0.0034104539038882003
Sc,In,0.013590118147511982
Ti,In,0.00450935468282524
V,In,0.006054081541911019
Cr,In,0.008756109751653009
Mn,In,0.005821705058908403
Fe,In,0.008201918602562738
Co,In,0.0055640573010761404
Ni,In,0.003984603240468024
Cu,In,0.004688157741858597
Zn,In,0.003446096362974371
Ga,In,0.042447410436233415
Ge,In,0.0063727195071973134
As,In,0.008171279145162299
Se,In,0.0035407786946586176
Br,In,0.0032701479129213177
Kr,In,0.0024512040680490636
Rb,In,0.004015825195400521
Sr,In,0.003406585652105212
Y,In,0.009254668527879734
Zr,In,0.0027025804123863855
Nb,In,0.0036259428754650287
Mo,In,0.002745053076790532
Tc,In,0.0018251802041030077
Ru,In,0.0030720396797220472
Rh,In,0.006875333147382945
Pd,In,0.003434810018459884
Ag,In,0.005546917742667
Cd,In,0.004375789644867461
In,In,0.0
Sn,In,0.006306799563112666
Sb,In,0.013333920546808162
Te,In,0.004247780571511677
I,In,0.00444883720062022
Xe,In,0.0027587032830970483
Cs,In,0.0037286016498923576
Ba,In,0.003180384042733909
La,In,0.00832293762438909
Ce,In,0.007657877201858894
Pr,In,0.006963350212122558
Nd,In,0.006966275278189558
Pm,In,0.003319871096446972
Sm,In,0.007105119907529755
Eu,In,0.006640049835479223
Gd,In,0.007562312829361945
Tb,In,0.006363591177768697
Dy,In,0.0070440791216104135
Ho,In,0.007093632278207279
Er,In,0.007855251065887123
Tm,In,0.007234280419367759
Yb,In,0.008009704590705852
Lu,In,0.007950827858611589
Hf,In,0.0020230562392845753
Ta,In,0.0031156765970392773
W,In,0.001581809972059779
Re,In,0.002590431873527998
Os,In,0.0021800309565819824
Ir,In,0.004443913772927868
Pt,In,0.002827469116082393
Au,In,0.008487908905225838
Hg,In,0.0028595784480784587
Tl,In,0.016980806290905974
Pb,In,0.006359743698161174
Bi,In,0.016880136617729018
Po,In,0.0021299892527595035
At,In,0.001018360796737736
Rn,In,0.0008750516272902126
Fr,In,0.0008047483756548788
Ra,In,0.0007838234994025788
Ac,In,0.0006776128073287256
Th,In,0.002516236859350254
Pa,In,0.001192383029489284
U,In,0.002645343049675624
Np,In,0.0025702829660518207
Pu,In,0.0032278506276134412
Am,In,0.00443686353116224
Cm,In,0.0033493295742379795
Bk,In,0.0021967308711768664
Cf,In,0.002646697923665549
Es,In,0.0014944351570859396
Fm,In,0.0007958884905570804
Md,In,0.0009233918260657838
No,In,0.0004133145097292053
Lr,In,0.00045894844203518643
H,Sn,0.0036740299668927305
He,Sn,0.0007746491112043497
Li,Sn,0.0025917764281456947
Be,Sn,0.006149616128242846
B,Sn,0.003935641915101271
C,Sn,0.014370127555116855
N,Sn,0.004968736993222514
O,Sn,0.013232194412725032
F,Sn,0.0010767409262266016
Ne,Sn,0.0010584588010214419
Na,Sn,0.001994673772721125
Mg,Sn,0.011125603144807636
Al,Sn,0.005935842422411634
Si,Sn,0.03633922122185488
P,Sn,0.005720709264242406
S,Sn,0.018415079151201327
Cl,Sn,0.0023143938900588566
Ar,Sn,0.0014803534446564592
K,Sn,0.002202407598669877
Ca,Sn,0.005944235739766577
Sc,Sn,0.002095044230271052
Ti,Sn,0.021033991008207402
V,Sn,0.0064419652262974695
Cr,Sn,0.0075214840753367734
Mn,Sn,0.007813423418974777
Fe,Sn,0.013587367633212907
Co,Sn,0.008116578000273494
Ni,Sn,0.012092178293099892
Cu,Sn,0.010464555649000756
Zn,Sn,0.013086638929564577
Ga,Sn,0.0055330183274493825
Ge,Sn,0.04326859527917604
As,Sn,0.0033068828862878145
Se,Sn,0.018439899026373146
Br,Sn,0.0024856422048639896
Kr,Sn,0.0013784097590573646
Rb,Sn,0.0015531790618018295
Sr,Sn,0.004455511972278387
Y,Sn,0.0017870219307280894
Zr,Sn,0.016727783063924136
Nb,Sn,0.004010046363792214
Mo,Sn,0.009314300911577209
Tc,Sn,0.0026514599288566783
Ru,Sn,0.009969104054975727
Rh,Sn,0.0031110210359846357
Pd,Sn,0.011454267949541195
Ag,Sn,0.004087319754938097
Cd,Sn,0.008526679846145076
In,Sn,0.006306799563112666
Sn,Sn,0.0
Sb,Sn,0.005219598732144366
Te,Sn,0.016479900086528564
I,Sn,0.0021521908228197377
Xe,Sn,0.0019791830285065086
Cs,Sn,0.0016747485332407968
Ba,Sn,0.005451006007306584
La,Sn,0.0019148837295220912
Ce,Sn,0.0036080058929845336
Pr,Sn,0.00165372638781745
Nd,Sn,0.0016573272630657364
Pm,Sn,0.0006015984568865849
Sm,Sn,0.002326564282188003
Eu,Sn,0.002403144283271881
Gd,Sn,0.0017022203237558695
Tb,Sn,0.0014197100834224766
Dy,Sn,0.001223697211299583
Ho,Sn,0.0012080104028733846
Er,Sn,0.0013925474202845177
Tm,Sn,0.0012593854206855884
Yb,Sn,0.0031959672440513855
Lu,Sn,0.0010765715226966172
Hf,Sn,0.009927741018704873
Ta,Sn,0.002992359265151968
W,Sn,0.008975917149957961
Re,Sn,0.0023314316138997614
Os,Sn,0.006798561123001804
Ir,Sn,0.003481649571741995
Pt,Sn,0.014359518404117772
Au,Sn,0.003483338063857008
Hg,Sn,0.01186033416314159
Tl,Sn,0.0030286833041437114
Pb,Sn,0.025861706248275565
Bi,Sn,0.003674519620397161
Po,Sn,0.0014167674574975268
At,Sn,0.0004798002969964416
Rn,Sn,0.00041228023702997063
Fr,Sn,0.0003791568871106632
Ra,Sn,0.0010155698842492392
Ac,Sn,0.00015962850654032234
Th,Sn,0.007433556059601835
Pa,Sn,0.0013732664119887649
U,Sn,0.00790654777469423
Np,Sn,0.0028821510332453356
Pu,Sn,0.0028990261046161845
Am,Sn,0.0013027295848495866
Cm,Sn,0.0011931486704715904
Bk,Sn,0.001089462003714121
Cf,Sn,0.0006801767492349784
Es,Sn,0.0004023443133927869
Fm,Sn,0.0001874912778303274
Md,Sn,0.00029003713537135116
No,Sn,0.00038946594400782463
Lr,Sn,0.0002162333816265777
H,Sb,0.004082098691010864
He,Sb,0.0008977490218725546
Li,Sb,0.006502810795401099
Be,Sb,0.0014344787947948125
B,Sb,0.010943570037465407
C,Sb,0.001955117885856088
N,Sb,0.005502258330551369
O,Sb,0.001834639015252323
F,Sb,0.003451475722130654
Ne,Sb,0.0009706606502665822
Na,Sb,0.005083754841691296
Mg,Sb,0.0028544519283684494
Al,Sb,0.012559095890265222
Si,Sb,0.0028958764286165896
P,Sb,0.02152380693658675
S,Sb,0.0023876298192444436
Cl,Sb,0.005710030155641723
Ar,Sb,0.0016954137173088863
K,Sb,0.004881530740103395
Ca,Sb,0.0019254665853399037
Sc,Sb,0.005374916032603381
Ti,Sb,0.004061512544488483
V,Sb,0.007221330679234265
Cr,Sb,0.006011769180313456
Mn,Sb,0.004884665971286169
Fe,Sb,0.0053673109553772835
Co,Sb,0.004587318115679742
Ni,Sb,0.003256979073167983
Cu,Sb,0.003228672505707316
Zn,Sb,0.0024175480928810456
Ga,Sb,0.013635852290540476
Ge,Sb,0.007719603229924475
As,Sb,0.04101213806399166
Se,Sb,0.00406988582861157
Br,Sb,0.006633439754779956
Kr,Sb,0.0017528815199670546
Rb,Sb,0.0027490841729512355
Sr,Sb,0.0018541125614096499
Y,Sb,0.004233121047580208
Zr,Sb,0.0028214688943955816
Nb,Sb,0.012082941020120523
Mo,Sb,0.003641611717247724
Tc,Sb,0.002180030478628537
Ru,Sb,0.003623677715738857
Rh,Sb,0.006015434425683039
Pd,Sb,0.0022931954642915844
Ag,Sb,0.004649850947879905
Cd,Sb,0.002246815204981476
In,Sb,0.013333920546808162
Sn,Sb,0.005219598732144366
Sb,Sb,0.0
Te,Sb,0.00517398867499505
I,Sb,0.007759722862829461
Xe,Sb,0.0023005429316442123
Cs,Sb,0.00372432514642283
Ba,Sb,0.0023354601705666803
La,Sb,0.004849388418910381
Ce,Sb,0.004863004218116499
Pr,Sb,0.004443031353438691
Nd,Sb,0.004705700392808364
Pm,Sb,0.0020172285111073464
Sm,Sb,0.004480867993556959
Eu,Sb,0.0034027993690808004
Gd,Sb,0.003953178319513138
Tb,Sb,0.003455165664855082
Dy,Sb,0.003685055837458121
Ho,Sb,0.0037239361376253826
Er,Sb,0.004109329491078136
Tm,Sb,0.003449275914266489
Yb,Sb,0.0042479070455065625
Lu,Sb,0.0034755966726840257
Hf,Sb,0.001727239143781247
Ta,Sb,0.011780311718089543
W,Sb,0.002185010195544268
Re,Sb,0.0045062234108805745
Os,Sb,0.0031425003990502532
Ir,Sb,0.00554594753112018
Pt,Sb,0.002873183119744701
Au,Sb,0.0068176193202520476
Hg,Sb,0.0021632905998054653
Tl,Sb,0.009422830773317764
Pb,Sb,0.004456437729286155
Bi,Sb,0.03929898001175512
Po,Sb,0.0015324462935195498
At,Sb,0.0007784638716157056
Rn,Sb,0.000668914278540707
Fr,Sb,0.00030758623966849576
Ra,Sb,0.0005991769105438616
Ac,Sb,0.0005179864456087817
Th,Sb,0.0021054338871902257
Pa,Sb,0.0018229828024775062
U,Sb,0.00417073643989738
Np,Sb,0.002829307949448577
Pu,Sb,0.0029301094088997233
Am,Sb,0.002998427862444947
Cm,Sb,0.002185641164130115
Bk,Sb,0.0019443870630521257
Cf,Sb,0.0017473185457287399
Es,Sb,0.0008159918665302393
Fm,Sb,0.00030419986596018096
Md,Sb,0.00047057793154134923
No,Sb,0.00031594933197492926
Lr,Sb,0.0003508332039128155
H,Te,0.0026771088220725694
He,Te,0.0015160902635769566
Li,Te,0.003454163200810709
Be,Te,0.004306671277922798
B,Te,0.00297596101973798
C,Te,0.006164074025310227
N,Te,0.0032899755159765016
O,Te,0.006993709914305644
F,Te,0.0014603605611294634
Ne,Te,0.0021716177289701944
Na,Te,0.002126652786772785
Mg,Te,0.010878025758889147
Al,Te,0.0031441178115028537
Si,Te,0.012017167961838037
P,Te,0.0035812841439920753
S,Te,0.01435707572012663
Cl,Te,0.0026699368463446757
Ar,Te,0.0027394444249370514
K,Te,0.002553527525920707
Ca,Te,0.004364332224060125
Sc,Te,0.0024516241303305774
Ti,Te,0.010151643369287812
V,Te,0.005107534264741116
Cr,Te,0.006777206571545552
Mn,Te,0.004416471231754821
Fe,Te,0.010093554508904055
Co,Te,0.003990487883860819
Ni,Te,0.006316020455237138
Cu,Te,0.005274802835593278
Zn,Te,0.008493849521498288
Ga,Te,0.0033578736153784395
Ge,Te,0.01743581228008001
As,Te,0.004857320710660268
Se,Te,0.04450458738341405
Br,Te,0.0029456993947121353
Kr,Te,0.002381779033487696
Rb,Te,0.0019558961721907685
Sr,Te,0.003342256779750504
Y,Te,0.0015369293084758376
Zr,Te,0.008450832944286715
Nb,Te,0.003565942792169323
Mo,Te,0.0082898348376372
Tc,Te,0.0024271069936175555
Ru,Te,0.007352375280145109
Rh,Te,0.0023727011734640145
Pd,Te,0.005926586331269261
Ag,Te,0.004570250772684247
Cd,Te,0.005258089026329603
In,Te,0.004247780571511677
Sn,Te,0.016479900086528564
Sb,Te,0.00517398867499505
Te,Te,0.0
I,Te,0.0033689536767130416
Xe,Te,0.0034174353710702313
Cs,Te,0.0018540543897647777
Ba,Te,0.0039871559434122876
La,Te,0.0017869370273892633
Ce,Te,0.0029463124202668564
Pr,Te,0.0017052844016231584
Nd,Te,0.0014840034668823577
Pm,Te,0.0006715582706151857
Sm,Te,0.0016943279059835736
Eu,Te,0.0018889091016557969
Gd,Te,0.0017909368769960133
Tb,Te,0.0015213019396126744
Dy,Te,0.0013264883956468838
Ho,Te,0.001379137285648008
Er,Te,0.0013942009126928473
Tm,Te,0.0012135476022533567
Yb,Te,0.0023912438611700367
Lu,Te,0.0010534960797069814
Hf,Te,0.005916723597573118
Ta,Te,0.0029220816288676147
W,Te,0.008219850289888765
Re,Te,0.002155562175633074
Os,Te,0.00588172695868766
Ir,Te,0.0024507112094162495
Pt,Te,0.007337662232297845
Au,Te,0.0031917263765431927
Hg,Te,0.012963997527371793
Tl,Te,0.0038501809739232653
Pb,Te,0.008755772191247192
Bi,Te,0.004735237300169951
Po,Te,0.0020667632444242006
At,Te,0.0004382150866772868
Rn,Te,0.0006275785326256299
Fr,Te,0.0005771577230138098
Ra,Te,0.0007026882561144782
Ac,Te,0.0002429886637823819
Th,Te,0.004779806044449274
Pa,Te,0.0016153126749995795
U,Te,0.005988082810658567
Np,Te,0.0035024257857779093
Pu,Te,0.003110758589163025
Am,Te,0.0015679792093097572
Cm,Te,0.0011717593450717065
Bk,Te,0.0010779559332483339
Cf,Te,0.0008628118446934108
Es,Te,0.0006124539357702856
Fm,Te,0.0002854017497140118
Md,Te,0.00044149843595355686
No,Te,0.00029642515417288627
Lr,Te,0.00032915336743638416
H,I,0.030968819620407255
He,I,0.0007289199289246373
Li,I,0.01893318390696522
Be,I,0.0008859784552944752
B,I,0.02872626475705497
C,I,0.009894751787422289
N,I,0.031858469121118525
O,I,0.010397656102857977
F,I,0.03160892619501994
Ne,I,0.0010259549325547762
Na,I,0.022027698645056777
Mg,I,0.001693666392918985
Al,I,0.00896650586453047
Si,I,0.004033624018718107
P,I,0.033540408865141355
S,I,0.010456085435866343
Cl,I,0.05282894903612805
Ar,I,0.0017354285374978152
K,I,0.01594071509950257
Ca,I,0.001032311601811812
Sc,I,0.0017514858187276682
Ti,I,0.00233181388032913
V,I,0.006280112354744138
Cr,I,0.003704513475625616
Mn,I,0.006547355953915277
Fe,I,0.005547552886234755
Co,I,0.007203203491008113
Ni,I,0.002401074716554778
Cu,I,0.006511638479183953
Zn,I,0.0023534072688711424
Ga,I,0.005112702511124304
Ge,I,0.002111954309643047
As,I,0.014418084110690555
Se,I,0.005474611909767097
Br,I,0.06727441269159319
Kr,I,0.0012269290708145583
Rb,I,0.0018743885314649893
Sr,I,0.0006831041506744105
Y,I,0.0019919665810719045
Zr,I,0.0015557555260659595
Nb,I,0.004519696750637634
Mo,I,0.0026211933814536677
Tc,I,0.0026959341926590793
Ru,I,0.0031449183275682824
Rh,I,0.008404641911324307
Pd,I,0.002451884227247418
Ag,I,0.010690075244697256
Cd,I,0.001348108954935401
In,I,0.00444883720062022
Sn,I,0.0021521908228197377
Sb,I,0.007759722862829461
Te,I,0.0033689536767130416
I,I,0.0
Xe,I,0.0014368514596518455
Cs,I,0.004681877612849496
Ba,I,0.0007173736427312285
La,I,0.001953102558662049
Ce,I,0.0014043893091342198
Pr,I,0.0016938230632192418
Nd,I,0.0019058494146530892
Pm,I,0.00044706185963603066
Sm,I,0.001997195839122955
Eu,I,0.0012530346278906174
Gd,I,0.0014966434557999676
Tb,I,0.0011121245456892457
Dy,I,0.001174274236843747
Ho,I,0.0009844104655341687
Er,I,0.0013306367982250376
Tm,I,0.0008312850932946046
Yb,I,0.0018388851070672142
Lu,I,0.0013469815991905495
Hf,I,0.0006899192157647303
Ta,I,0.004771593032111294
W,I,0.0015932460826853627
Re,I,0.008934902417445992
Os,I,0.0011399597641805052
Ir,I,0.006863377525521096
Pt,I,0.0020953971165484013
Au,I,0.008404790594685725
Hg,I,0.0026102938086394593
Tl,I,0.006264737369682442
Pb,I,0.0013464955595918547
Bi,I,0.004978368142094614
Po,I,0.0005383804995156959
At,I,0.001021031845633691
Rn,I,0.00013926139554315995
Fr,I,0.00019210931965552673
Ra,I,0.00014033560404303998
Ac,I,0.00016175955036859825
Th,I,0.0006412615739459302
Pa,I,0.0005060361987947384
U,I,0.0015540711884326072
Np,I,0.0008835512698005307
Pu,I,0.000794631388197256
Am,I,0.0007521619944370112
Cm,I,0.0006825435973739951
Bk,I,0.00044160253750153886
Cf,I,0.0005169428420651442
Es,I,0.00025482226138028307
Fm,I,9.499714511269539e-05
Md,I,0.00014695456853132597
No,I,9.866633058217823e-05
Lr,I,0.00010956005084768895
H,Xe,0.0005267828667629072
He,Xe,0.005769715022522439
Li,Xe,0.0021129450067195834
Be,Xe,0.0031333251735554332
B,Xe,0.001314963562948957
C,Xe,0.0006047149616543624
N,Xe,0.0004681843358307898
O,Xe,0.0006585653190862734
F,Xe,0.0007199495466288975
Ne,Xe,0.008468292053626123
Na,Xe,0.0018575248916027547
Mg,Xe,0.0027749023173238995
Al,Xe,0.0025178681614064532
Si,Xe,0.0012632183730741549
P,Xe,0.0010006788161679857
S,Xe,0.0011029115957312799
Cl,Xe,0.0007948639529577102
Ar,Xe,0.017982292875510078
K,Xe,0.002124279763655506
Ca,Xe,0.004122759658465372
Sc,Xe,0.0031323210635557496
Ti,Xe,0.0021653912745134237
V,Xe,0.002915978425558068
Cr,Xe,0.0027917316878029795
Mn,Xe,0.0020443893404324107
Fe,Xe,0.001863017437452983
Co,Xe,0.0017522788038194519
Ni,Xe,0.0021541180361335896
Cu,Xe,0.002063341421450733
Zn,Xe,0.001670334668244423
Ga,Xe,0.002404198510084013
Ge,Xe,0.0022449265068817566
As,Xe,0.0018337666008771277
Se,Xe,0.0018672631026930202
Br,Xe,0.0009882873565037857
Kr,Xe,0.025136091622673773
Rb,Xe,0.0029446671368075516
Sr,Xe,0.002914058826415592
Y,Xe,0.0020826291061598096
Zr,Xe,0.0022761351359101034
Nb,Xe,0.003513822377814466
Mo,Xe,0.0021344423249387845
Tc,Xe,0.0025274329269589168
Ru,Xe,0.0013632851591578684
Rh,Xe,0.0012590403185353794
Pd,Xe,0.001675878922107211
Ag,Xe,0.0035157624907779317
Cd,Xe,0.002099667516691595
In,Xe,0.0027587032830970483
Sn,Xe,0.0019791830285065086
Sb,Xe,0.0023005429316442123
Te,Xe,0.0034174353710702313
I,Xe,0.0014368514596518455
Xe,Xe,0.0
Cs,Xe,0.00287343918797746
Ba,Xe,0.0033290549761995692
La,Xe,0.0019405579662237372
Ce,Xe,0.002535812514124489
Pr,Xe,0.0022359547959601425
Nd,Xe,0.0015447857385512429
Pm,Xe,0.0017220348843234668
Sm,Xe,0.001591330566220172
Eu,Xe,0.0017688440408507857
Gd,Xe,0.0017913568089979902
Tb,Xe,0.0019478855972303306
Dy,Xe,0.0014784336456154978
Ho,Xe,0.0016054294543674816
Er,Xe,0.001662456050792701
Tm,Xe,0.0015591334699916568
Yb,Xe,0.0017166794239341708
Lu,Xe,0.0016845552949951163
Hf,Xe,0.002353781880543667
Ta,Xe,0.002701225977079718
W,Xe,0.002205461282138091
Re,Xe,0.0017755650651697867
Os,Xe,0.00252005455523554
Ir,Xe,0.0016539710528135953
Pt,Xe,0.0018376967213707663
Au,Xe,0.0027485442262250763
Hg,Xe,0.0029544802261264116
Tl,Xe,0.0024636546807513143
Pb,Xe,0.00371960257470334
Bi,Xe,0.002408245534420861
Po,Xe,0.0028967150013401105
At,Xe,0.001177196478308686
Rn,Xe,0.0025288377588871687
Fr,Xe,0.0011628331490915766
Ra,Xe,0.002265194875107554
Ac,Xe,0.0009791267164343592
Th,Xe,0.0030462727435886967
Pa,Xe,0.0026801469558957558
U,Xe,0.004061329571528809
Np,Xe,0.004308203629891643
Pu,Xe,0.004226868565611621
Am,Xe,0.003159098681294366
Cm,Xe,0.0030690549937022987
Bk,Xe,0.0020047572532550443
Cf,Xe,0.0013906856644998512
Es,Xe,0.0018509197150297447
Fm,Xe,0.0011500309261849712
Md,Xe,0.0017790250260121578
No,Xe,0.0011944499111850781
Lr,Xe,0.0013263287712464318
H,Cs,0.0027242419876086586
He,Cs,0.001480132313165237
Li,Cs,0.020264459497986928
Be,Cs,0.001911148898097791
B,Cs,0.004692006892752357
C,Cs,0.0011617453172138373
N,Cs,0.0018268685442114233
O,Cs,0.0013643430939762685
F,Cs,0.0022410044072914055
Ne,Cs,0.002014417524814519
Na,Cs,0.022898357843164952
Mg,Cs,0.002729990597459264
Al,Cs,0.002915497496659382
Si,Cs,0.0008562390342712278
P,Cs,0.0035966878584243736
S,Cs,0.0015534357222023148
Cl,Cs,0.002814091030805547
Ar,Cs,0.0025411400838330363
K,Cs,0.04282049660646612
